#A,B,Weight
15247,7789,1
15247,4931,1
15247,9666,1
15247,7867,1
15247,14572,1
15247,7987,1
7789,4931,1
7789,14572,1
7789,7987,1
4931,7867,1
4931,14572,1
4931,7987,2
7867,7987,1
9666,12917,2
7987,1503,1
7987,8562,1
7987,5835,2
7987,12917,1
1327,1503,2
1327,12917,1
13357,1503,1
13357,12917,1
1503,8562,1
1503,5835,2
1503,12917,1
12605,16272,1
12605,9941,5
12605,16953,1
13199,6051,7
13199,17199,7
13199,16272,1
13199,16953,1
6051,16272,1
6051,16953,1
17199,16272,1
17199,9941,1
17199,16953,1
16272,9941,1
16272,16953,1
9941,16953,1
5862,16212,1
5862,11507,1
14599,19336,7
14599,16212,1
14599,11507,1
19128,16212,1
19128,11507,3
6659,19336,4
6659,16212,1
6659,11507,1
5742,16212,1
5742,11507,1
19336,16212,1
16212,11507,1
7777,2160,1
7777,15569,1
7777,14209,1
7777,16002,1
7777,5864,1
2160,15569,1
2160,1504,1
2160,14209,1
2160,16002,1
2160,5864,1
15569,1504,1
15569,14209,1
15569,16002,1
15569,5864,1
1504,14209,1
1504,16002,1
1504,5864,1
14209,16002,1
14209,5864,1
16002,5864,1
2339,17612,1
2339,8932,3
2339,15372,1
2339,1251,1
2339,5816,1
17612,8932,8
17612,13357,3
17612,15372,1
17612,1251,1
17612,5816,1
8932,15372,1
8932,1251,1
8932,5816,1
13357,15372,1
13357,1251,1
13357,5816,1
15372,1251,1
15372,5816,1
1251,5816,1
5255,5186,3
5255,15871,2
437,5186,1
437,15871,1
5186,8719,3
12495,6162,15
12495,11938,15
12495,18543,4
12495,4177,1
12495,13895,1
10106,6162,1
10106,11938,1
10106,18543,2
10106,4177,1
10106,13895,1
1443,11938,1
1443,18543,1
1443,4177,1
1443,13895,1
9666,4177,1
9666,13895,2
6162,4177,1
11938,18543,1
11938,4177,1
11938,13895,1
4861,4177,1
4861,13895,1
18543,4177,1
18543,13895,1
4177,13895,1
12014,7759,1
12014,3710,1
12014,13429,1
12014,8664,1
7777,7759,13
7777,3710,1
7777,13429,1
7777,8664,1
7759,3710,2
7759,13429,1
7759,8664,1
3710,13429,1
3710,8664,1
13429,8664,1
2339,19111,2
2339,13363,1
2339,10061,2
2339,15119,2
19111,13363,1
19111,10061,2
13363,10061,1
13363,15119,1
7759,5859,2
7759,16297,2
7759,6930,3
7759,6665,1
3531,16297,2
3531,6665,1
10990,6665,1
5859,16297,2
5859,6930,2
5859,6665,1
16297,6665,1
6930,6665,1
4827,7777,1
4827,8732,2
4827,18457,1
4827,18101,1
4827,8771,1
7777,17123,1
7777,18101,1
7777,4141,1
7777,8771,2
8732,18101,1
18457,17123,1
18457,18101,1
18457,4141,1
18457,8771,1
17123,18101,1
17123,8771,1
18101,4141,1
18101,8771,1
4141,8771,1
10332,18564,2
10332,14447,2
16340,18564,1
16340,14447,1
9837,10815,1
9837,12989,1
10815,10211,1
10815,12989,2
15343,7066,1
15343,12802,1
7066,13728,1
7066,10235,1
7066,4455,1
7066,13937,1
7066,12802,1
7066,4861,1
7066,5550,1
13728,12802,1
10235,4455,1
10235,12802,1
4455,12802,1
13937,12802,1
13937,4861,1
13937,5550,1
12802,4861,1
12802,5550,1
4861,5550,10
7789,3023,1
7789,7672,1
7789,18286,1
7789,9606,1
3023,11479,1
3023,7672,1
3023,18286,1
3023,9606,1
11479,7672,1
11479,9606,1
7672,18286,1
7672,9606,1
5679,9606,1
18286,9606,1
1504,17021,1
1504,5093,1
1504,8958,1
1504,997,5
17021,5093,1
17021,8958,1
17021,11387,1
5093,8958,1
5093,11387,1
5093,2415,1
5093,997,1
8958,11387,1
8958,997,1
11387,2415,1
2501,14924,4
15914,11276,1
15914,10290,1
15914,9505,1
17606,11276,2
17606,10290,1
17606,9505,2
17606,9726,2
12542,11276,1
12542,10290,1
12542,9505,1
12542,9726,1
12542,19298,3
11276,10290,1
11276,9505,1
11276,9726,1
11276,19298,1
10290,9505,1
10290,9726,1
10290,19298,1
9505,9726,1
9505,19298,1
9726,19298,1
5850,5252,2
5850,3583,2
5850,17277,1
5850,13075,1
5850,14440,2
5850,8656,2
5252,14440,2
5252,8656,5
3583,13075,1
3583,14440,2
3583,8656,5
17277,14440,1
17277,8656,6
13075,14440,1
13075,8656,1
7988,4784,1
7988,2373,1
7988,8809,1
7988,5997,1
7988,8791,1
7988,148,1
7988,17033,2
7988,15781,1
7988,13591,1
7988,3532,1
7988,13841,1
7988,5803,1
7988,11322,1
7988,5014,1
4784,2373,1
4784,8809,1
4784,5997,1
4784,8791,1
4784,148,2
4784,19008,1
4784,17033,1
4784,15781,1
4784,13591,1
4784,3532,1
4784,13841,1
4784,5803,1
4784,11322,1
4784,5014,2
2373,8809,1
2373,5997,1
2373,8791,1
2373,148,1
2373,19008,1
2373,17033,1
2373,15781,1
2373,13591,1
2373,3532,1
2373,13841,1
2373,5803,1
2373,11322,1
2373,5014,1
8809,5997,1
8809,8791,1
8809,148,1
8809,19008,1
8809,17033,1
8809,15781,1
8809,13591,1
8809,3532,1
8809,13841,1
8809,5803,1
8809,11322,1
8809,5014,1
5997,8791,1
5997,148,2
5997,19008,1
5997,17033,1
5997,15781,1
5997,13591,1
5997,3532,1
5997,13841,1
5997,5803,1
5997,11322,1
5997,5014,2
8791,148,1
8791,19008,1
8791,17033,1
8791,15781,1
8791,13591,1
8791,3532,1
8791,13841,1
8791,5803,1
8791,11322,1
8791,5014,1
148,19008,1
148,17033,1
148,15781,1
148,13591,1
148,3532,1
148,13841,1
148,5803,1
148,11322,1
19008,17033,3
19008,15781,1
19008,13591,1
19008,3532,1
19008,13841,1
19008,5803,1
19008,11322,1
19008,5014,1
17033,15781,1
17033,13591,1
17033,3532,1
17033,13841,1
17033,5803,1
17033,11322,1
17033,5014,1
15781,13591,1
15781,3532,1
15781,13841,1
15781,5803,1
15781,11322,1
15781,5014,1
13591,3532,1
13591,13841,1
13591,5803,1
13591,11322,1
13591,5014,1
3532,13841,1
3532,5803,1
3532,11322,1
3532,5014,1
13841,5803,1
13841,11322,1
13841,5014,1
5803,11322,1
5803,5014,1
11322,5014,1
8220,15343,1
8220,16816,1
8220,4455,1
15343,15201,1
15343,4892,1
15343,16816,1
15201,4892,1
15201,16816,1
15201,7151,2
15201,4455,1
4892,16816,1
4892,7151,1
4892,4455,1
16816,7151,1
16816,4455,1
784,18522,1
784,17277,1
784,11792,1
784,8220,1
784,8755,1
784,10211,1
784,11371,1
784,17867,1
784,13728,1
784,3190,1
784,16438,1
784,2824,1
18522,17277,1
18522,11792,1
18522,8220,1
18522,8755,1
18522,10211,1
18522,11371,1
18522,17867,1
18522,13728,1
18522,3190,1
18522,16438,1
18522,2824,1
17277,11371,2
17277,17867,1
17277,3190,18
17277,16438,2
11792,8220,1
11792,8755,1
11792,10211,4
11792,11371,1
11792,17867,1
11792,13728,1
11792,3190,1
11792,2824,1
8220,8755,2
8220,11371,1
8220,3190,8
8220,16438,1
8755,17867,1
8755,16438,1
8755,2824,2
10211,11371,2
11371,17867,1
11371,16438,1
11371,2824,1
17867,16438,1
17867,2824,1
13728,2824,3
3190,2824,3
16438,2824,1
9329,17606,3
9329,12572,1
9329,1443,1
17606,15520,1
17606,12572,1
17606,18905,3
17606,1443,1
17606,2089,1
15520,12572,1
15520,18905,2
15520,2089,1
12572,18905,1
12572,9666,3
12572,1443,1
12572,12907,2
12572,2089,1
18905,1443,1
1443,12907,3
1443,2089,1
5862,11759,16
5862,5480,22
5944,11596,5
5944,11759,14
11596,10035,4
11596,6338,2
11596,5480,2
10035,11759,2
10035,5480,1
10035,10718,7
4235,11759,14
4235,5480,18
6338,5480,1
11759,5480,1
5480,10718,28
11845,14250,3
11845,15664,1
11845,4309,1
11845,15719,4
11845,17022,6
3910,9666,39
3910,4309,2
3910,15719,1
3910,11793,1
3910,17022,2
3910,16679,17
9666,15664,2
9666,4309,2
9666,17022,7
14250,15664,1
14250,4309,2
14250,15719,1
14250,11793,1
14250,17022,2
15664,4309,1
15664,15719,1
15664,11793,1
15664,17022,1
4309,15719,1
4309,11793,1
4309,17022,1
4309,16679,3
15719,17022,1
15719,16679,1
11793,17022,1
11793,16679,1
6992,12849,1
6528,6136,1
9666,6136,1
6136,496,1
6136,12983,1
6136,7931,1
496,12983,3
496,7931,1
8181,9564,1
8181,13169,1
8181,14599,1
8181,8003,1
9564,13169,1
9564,14599,3
9564,8003,2
13169,8003,1
9004,7450,2
9004,3940,7
9004,6234,1
7450,3940,1
7450,6234,1
3940,6234,1
9666,1141,25
9666,6877,1
5252,6844,1
5252,1141,1
5252,13728,2
5252,6877,1
6844,1141,1
6844,4235,6
4429,1141,6
1141,13728,6
1141,6877,1
13728,6877,1
1784,6877,3
6877,4235,1
9496,1134,3
9496,1379,1
9496,8060,1
9496,4235,7
1134,1379,1
1134,8060,1
1379,4235,31
17277,1587,3
1460,13728,1
13728,3489,1
13728,1587,1
17606,1587,4
1504,13353,1
1504,18093,1
1504,16144,1
1489,4235,68
1489,6184,1
1489,13169,2
1489,13353,1
1489,9521,1
1489,18093,1
1489,10697,1
1489,15611,1
4235,9521,2
4235,18093,1
6184,13169,8
6184,13353,1
6184,9521,1
6184,10697,1
6184,16144,1
6184,15611,1
13169,13353,1
13169,18093,2
13353,9521,1
13353,18093,1
13353,10697,1
13353,16144,1
13353,15611,1
9521,10697,3
9521,16144,1
18093,10697,1
18093,16144,1
18093,15611,1
10697,16144,1
16144,15611,1
1784,18402,2
1784,18582,1
1784,9329,2
18402,1038,1
18402,9329,49
18402,4235,1
1038,18582,1
1038,9329,2
18582,9329,5
18582,9666,4
18582,4235,1
2297,4987,2
2297,1409,2
2297,11849,2
2297,12331,2
2297,17180,2
2297,11975,1
2297,10413,1
2297,3516,2
2297,7248,2
2297,14003,1
2297,10041,2
2297,13102,2
2297,16600,2
2297,9646,1
2297,8957,1
2297,6271,2
2297,2156,2
2297,16197,1
2297,4814,1
2297,16518,2
2297,19112,2
2297,2043,1
2297,15770,1
2297,10542,1
2297,8612,1
13313,4987,2
13313,1409,2
13313,11849,2
13313,12331,2
13313,17180,2
13313,11975,1
13313,10413,1
13313,3516,2
13313,7248,2
13313,14003,1
13313,10041,1
13313,13102,2
13313,16600,2
13313,9646,1
13313,8957,1
13313,6271,2
13313,2156,2
13313,16197,1
13313,4814,1
13313,16518,3
13313,19112,3
13313,2043,1
13313,15770,1
13313,10542,1
13313,8612,1
13313,5835,1
13169,4987,2
13169,1409,2
13169,11849,2
13169,12331,2
13169,17180,2
13169,11975,1
13169,10413,1
13169,3516,2
13169,7248,3
13169,14003,1
13169,10041,2
13169,13102,3
13169,16600,3
13169,9646,1
13169,8957,1
13169,6271,2
13169,2156,2
13169,16197,1
13169,4814,1
13169,16518,3
13169,19112,3
13169,2043,1
13169,15770,1
13169,10542,1
13169,8612,1
13169,5835,8
4987,1409,2
4987,11849,2
4987,12331,2
4987,17180,2
4987,11975,1
4987,10413,1
4987,3516,2
4987,7248,2
4987,14003,1
4987,10041,1
4987,13102,2
4987,16600,2
4987,9646,1
4987,8957,1
4987,16197,1
4987,4814,1
4987,2043,1
4987,15770,1
4987,10542,1
4987,8612,1
4987,5835,1
1409,11975,1
1409,10413,1
1409,14003,1
1409,10041,1
1409,9646,1
1409,8957,1
1409,16197,1
1409,4814,1
1409,2043,1
1409,15770,1
1409,10542,1
1409,8612,1
1409,5835,1
11849,11975,1
11849,10413,1
11849,14003,1
11849,10041,1
11849,9646,1
11849,8957,1
11849,16197,1
11849,4814,1
11849,2043,1
11849,15770,1
11849,10542,1
11849,8612,1
11849,5835,1
12331,11975,1
12331,10413,1
12331,3516,2
12331,7248,2
12331,14003,1
12331,10041,1
12331,13102,2
12331,16600,2
12331,9646,1
12331,8957,1
12331,16197,1
12331,4814,1
12331,2043,1
12331,15770,1
12331,10542,1
12331,8612,1
12331,5835,1
17180,11975,1
17180,10413,1
17180,3516,2
17180,7248,2
17180,14003,1
17180,10041,1
17180,13102,2
17180,16600,2
17180,9646,1
17180,8957,1
17180,16197,1
17180,4814,1
17180,2043,1
17180,15770,1
17180,10542,1
17180,8612,1
17180,5835,1
11975,10413,1
11975,3516,1
11975,7248,1
11975,14003,1
11975,10041,1
11975,13102,1
11975,16600,1
11975,9646,1
11975,8957,1
11975,6271,1
11975,2156,1
11975,16197,1
11975,4814,1
11975,16518,1
11975,19112,1
11975,2043,1
11975,15770,1
11975,10542,1
11975,8612,1
11975,5835,1
10413,3516,1
10413,7248,1
10413,14003,1
10413,10041,1
10413,13102,1
10413,16600,1
10413,9646,1
10413,8957,1
10413,6271,1
10413,2156,1
10413,16197,1
10413,4814,1
10413,16518,1
10413,19112,1
10413,2043,1
10413,15770,1
10413,10542,1
10413,8612,1
10413,5835,1
3516,14003,1
3516,10041,1
3516,13102,2
3516,16600,2
3516,9646,1
3516,8957,1
3516,16197,1
3516,4814,1
3516,2043,1
3516,15770,1
3516,10542,1
3516,8612,1
3516,5835,1
7248,14003,1
7248,10041,1
7248,13102,2
7248,16600,2
7248,9646,1
7248,8957,1
7248,16197,1
7248,4814,1
7248,2043,1
7248,15770,1
7248,10542,1
7248,8612,1
7248,5835,1
14003,10041,1
14003,13102,1
14003,16600,1
14003,9646,1
14003,8957,1
14003,6271,1
14003,2156,1
14003,16197,1
14003,4814,1
14003,16518,1
14003,19112,1
14003,2043,1
14003,15770,1
14003,10542,1
14003,8612,1
14003,5835,1
10041,13102,1
10041,16600,1
10041,9646,1
10041,8957,1
10041,6271,1
10041,2156,1
10041,16197,1
10041,4814,1
10041,16518,1
10041,19112,1
10041,2043,1
10041,15770,1
10041,10542,1
10041,8612,1
10041,5835,1
13102,9646,1
13102,8957,1
13102,16197,1
13102,4814,1
13102,2043,1
13102,15770,1
13102,10542,1
13102,8612,1
13102,5835,1
16600,9646,1
16600,8957,1
16600,16197,1
16600,4814,1
16600,2043,1
16600,15770,1
16600,10542,1
16600,8612,1
16600,5835,1
9646,8957,1
9646,6271,1
9646,2156,1
9646,16197,1
9646,4814,1
9646,16518,1
9646,19112,1
9646,2043,1
9646,15770,1
9646,10542,1
9646,8612,1
9646,5835,1
8957,6271,1
8957,2156,1
8957,16197,1
8957,4814,1
8957,16518,1
8957,19112,1
8957,2043,1
8957,15770,1
8957,10542,1
8957,8612,1
8957,5835,1
6271,16197,1
6271,4814,1
6271,2043,1
6271,15770,1
6271,10542,1
6271,8612,1
6271,5835,1
2156,16197,1
2156,4814,1
2156,2043,1
2156,15770,1
2156,10542,1
2156,8612,1
2156,5835,1
16197,4814,1
16197,16518,1
16197,19112,1
16197,2043,1
16197,15770,1
16197,10542,1
16197,8612,1
16197,5835,1
4814,16518,1
4814,19112,1
4814,2043,1
4814,15770,1
4814,10542,1
4814,8612,1
4814,5835,1
16518,2043,1
16518,15770,1
16518,10542,1
16518,8612,1
16518,5835,1
19112,2043,1
19112,15770,1
19112,10542,1
19112,8612,1
19112,5835,1
2043,15770,1
2043,10542,1
2043,8612,1
2043,5835,1
15770,10542,1
15770,8612,1
15770,5835,1
10542,8612,1
10542,5835,1
8612,5835,1
913,2282,1
5252,2282,1
12907,2282,1
9666,2282,1
15950,2282,1
1321,2282,1
9329,4072,5
9329,11148,8
9329,13763,21
18905,4072,1
18905,11148,1
18905,13763,1
18905,18405,1
9666,4072,4
9666,11148,6
9666,13763,11
12907,4072,1
12907,11148,2
12907,18405,1
4072,2089,4
4072,18402,3
4072,18405,1
11148,18405,1
13763,18405,1
5620,19011,35
5620,8445,4
20,19011,8
20,3542,1
20,1896,2
20,8445,1
20,10334,2
4573,8445,4
19011,3542,1
19011,1896,2
19011,15222,34
19011,10334,5
3542,8445,2
3542,15222,2
3542,10334,2
3542,1784,1
1896,8445,2
1896,15222,5
1896,10334,3
1896,1784,1
8445,10334,2
8445,1784,2
12687,3447,1
12687,215,3
12687,17965,1
12687,8884,3
12687,4416,2
6338,8381,2
6338,3240,1
6338,215,1
6338,17965,1
6338,8884,2
6338,4416,3
8381,10100,1
8381,3447,1
8381,3240,1
8381,215,1
8381,17965,1
8381,8884,1
8381,4416,1
10100,3240,1
10100,215,1
10100,17965,1
3447,3240,1
3447,215,1
3447,17965,1
3447,5025,2
3240,9666,1
3240,215,2
3240,17965,1
3240,8884,1
3240,4235,3
3240,4416,1
3240,5025,3
9666,17965,1
215,17965,1
215,8884,2
215,4235,2
215,4416,1
17965,8884,1
17965,4235,1
17965,4416,1
17965,5025,1
4416,5025,1
16682,11087,2
16682,1059,2
16682,12687,2
16682,10212,3
16682,1929,2
16682,5025,2
11087,15227,7
11087,12687,6
15227,1059,10
1059,12687,6
1059,10212,9
1059,9666,7
10212,1929,9
10960,9371,1
10960,18226,6
4515,9371,4
9371,6338,1
9371,1268,1
9371,18226,2
9371,1784,3
6338,1268,1
1268,18226,1
7777,17769,1
7777,19357,1
7777,8244,1
17769,19357,1
17769,8244,1
19357,8244,1
5255,4587,3
5255,2711,3
5255,547,3
9778,2711,3
9778,547,3
1784,547,12
437,3613,2
437,10949,1
8060,10949,1
5634,3190,24
5634,3613,3
5634,5862,14
3190,3613,1
3613,4429,1
3613,10949,1
3613,5862,1
17329,9666,4
17329,13357,1
17329,14551,7
17329,14300,1
17329,11730,5
17329,3929,1
17329,10521,1
17329,603,1
17329,4130,1
17329,9105,1
17329,368,1
17329,5113,1
16215,14300,1
16215,3929,1
16215,10521,1
16215,603,1
16215,4130,1
16215,9105,1
16215,18377,3
16215,368,1
16215,5113,1
9666,14551,8
9666,14300,1
9666,11730,2
9666,9050,3
9666,3929,1
9666,10521,1
9666,603,1
9666,4130,1
9666,9105,1
9666,368,1
9666,5113,1
13357,14551,1
13357,17039,1
13357,14300,1
13357,11730,1
13357,4550,2
13357,9050,2
13357,3929,1
13357,10521,1
13357,603,1
13357,4130,1
13357,9105,1
13357,18377,1
13357,368,1
13357,5113,1
14551,14300,1
14551,11730,4
14551,9050,1
14551,3929,1
14551,10521,1
14551,603,1
14551,4130,1
14551,9105,1
14551,368,1
14551,5113,1
17039,14300,4
17039,11730,17
17039,9050,1
17039,3929,1
17039,10521,1
17039,603,1
17039,4130,1
17039,9105,1
17039,368,1
17039,5113,1
14300,4550,1
14300,9050,1
14300,3929,1
14300,10521,1
14300,603,1
14300,4130,1
14300,9105,1
14300,18377,1
14300,368,1
14300,5113,1
14300,9997,1
11730,9050,1
11730,3929,1
11730,10521,1
11730,603,1
11730,4130,1
11730,9105,1
11730,18377,3
11730,368,1
11730,5113,1
4550,3929,1
4550,10521,1
4550,603,1
4550,4130,1
4550,9105,1
4550,368,1
4550,5113,1
9050,3929,1
9050,10521,1
9050,603,1
9050,4130,1
9050,9105,1
9050,18377,1
9050,368,1
9050,5113,1
3929,10521,1
3929,603,1
3929,4130,1
3929,9105,1
3929,18377,1
3929,368,1
3929,5113,1
3929,9997,1
10521,603,1
10521,4130,1
10521,9105,1
10521,18377,1
10521,368,1
10521,5113,1
10521,9997,1
603,4130,1
603,9105,1
603,18377,1
603,368,1
603,5113,1
603,9997,1
4130,9105,1
4130,18377,1
4130,368,1
4130,5113,1
4130,9997,1
9105,18377,1
9105,368,1
9105,5113,1
9105,9997,1
18377,368,1
18377,5113,1
368,5113,1
368,9997,1
5113,9997,1
7931,14531,7
7931,16783,1
7931,7366,1
7931,9483,1
7931,18944,1
7931,7892,1
7931,12643,1
7931,8970,1
7931,245,1
7931,7687,1
7931,11888,1
7931,5515,1
7931,18286,2
7931,10482,1
14531,6528,1
14531,16783,1
14531,15649,8
14531,18944,1
14531,7892,1
14531,12643,1
14531,8970,1
14531,245,1
14531,7687,1
14531,11888,1
14531,5515,1
14531,10482,1
6528,16783,1
6528,15649,1
6528,7366,1
6528,9483,1
6528,18944,1
6528,7892,1
6528,12643,1
6528,8970,1
6528,245,1
6528,7687,1
6528,11888,1
6528,5515,1
6528,10482,1
16783,15649,1
16783,7366,1
16783,9483,1
16783,18944,1
16783,7892,1
16783,12643,1
16783,8970,1
16783,245,1
16783,7687,1
16783,11888,1
16783,5515,1
16783,18286,1
16783,10482,1
15649,9483,1
15649,18944,1
15649,7892,1
15649,12643,1
15649,8970,1
15649,245,1
15649,7687,1
15649,11888,1
15649,5515,1
15649,18286,1
15649,10482,1
7366,9483,1
7366,18944,1
7366,7892,1
7366,12643,1
7366,8970,1
7366,245,1
7366,7687,1
7366,11888,1
7366,5515,1
7366,18286,2
7366,10482,1
9483,18944,1
9483,7892,1
9483,12643,1
9483,8970,1
9483,245,1
9483,7687,1
9483,11888,1
9483,5515,1
9483,18286,1
9483,10482,1
18944,7892,1
18944,12643,1
18944,8970,1
18944,245,1
18944,7687,1
18944,11888,1
18944,5515,1
18944,18286,1
18944,10482,1
7892,12643,1
7892,8970,1
7892,245,1
7892,7687,1
7892,11888,1
7892,5515,1
7892,18286,1
7892,10482,1
12643,8970,1
12643,245,1
12643,7687,1
12643,11888,1
12643,5515,1
12643,18286,1
12643,10482,1
8970,245,1
8970,7687,1
8970,11888,1
8970,5515,1
8970,18286,1
8970,10482,1
245,7687,1
245,11888,1
245,5515,1
245,18286,1
245,10482,1
7687,11888,1
7687,5515,1
7687,18286,1
7687,10482,1
11888,5515,1
11888,18286,1
11888,10482,1
5515,18286,1
5515,10482,1
18286,10482,1
292,16440,2
292,15577,2
292,16215,5
292,10133,1
292,3613,1
292,6541,2
292,1784,4
16440,15577,2
16440,8060,1
16440,16215,1
16440,10133,1
16440,3613,1
16440,6541,2
16440,1784,1
16440,4235,2
15577,8060,1
15577,16215,1
15577,10133,1
15577,3613,1
5634,16215,7
5634,10133,1
5634,6541,2
8060,10133,1
8060,6541,1
5255,10133,1
5255,6541,2
16215,10133,1
16215,3613,1
16215,6541,1
10133,3613,1
10133,6541,1
10133,1784,1
10133,4235,1
3613,6541,1
3613,4235,1
6541,1784,1
6541,4235,2
4429,16732,1
4429,4688,1
4429,7035,2
4429,2824,7
5862,16732,1
5862,4688,1
7366,16732,1
7366,4688,1
7366,2824,3
7366,4191,2
16732,4688,1
16732,7035,1
16732,2824,1
16732,5533,1
16732,4191,1
4688,7035,1
4688,2824,1
4688,5533,2
4688,4191,1
7035,2824,4
7035,5533,1
2824,4191,4
1784,5880,3
8670,5880,1
10650,5880,1
10650,17148,9
10650,1196,3
5880,17148,1
5880,12831,1
5880,10028,1
5880,16199,1
5880,13226,1
1196,16199,4
10028,4235,10
5252,12495,2
13357,17339,4
8477,11475,2
6225,11475,1
6225,9593,1
11475,9593,1
9083,12490,1
9083,11036,1
9083,11477,1
9083,1846,1
9083,5780,1
9083,8396,1
9083,13110,1
7759,11036,1
7759,11477,3
7759,1846,1
7759,5780,2
7759,8396,1
7759,13110,1
12490,11036,1
12490,1846,1
12490,5780,1
12490,8396,1
12490,13110,1
11036,11477,1
11036,1846,1
11036,5780,1
11036,8396,1
11036,13110,1
11477,1846,1
11477,5780,1
11477,8396,1
11477,13110,1
1846,5780,1
1846,8396,1
1846,13110,1
5780,8396,1
5780,13110,1
8396,13110,1
3066,2246,1
3066,17971,1
3066,4264,1
2246,17971,1
2246,4264,1
